user_id,device_type,avg_packet_size,num_connections,unique_ips_accessed,port_activity_entropy,avg_latency_ms,failed_login_count,files_accessed,sensitive_file_access_ratio,file_access_time_anomaly,email_to_external_ratio,phishing_link_clicked,avg_bytes_uploaded,geo_location_change,is_insider_threat,anomaly_score
user_103,laptop,980.0051781930059,52,7,0.3492007023868102,119.53215964737312,0,21,0.03406284700807671,-0.9121287656400187,0.0611221861500093,0,51639.12504363786,0,0,0.0
user_436,laptop,1402.8950407369323,51,7,0.14238470433527517,113.14522220115745,2,27,0.42961741877846904,0.2846295933577307,0.1583117721523913,1,538784.8368940476,1,1,69.09748317623388
user_861,laptop,208.69948424002666,48,5,0.698421826937164,97.80749791574556,1,18,0.0641947735164122,-0.6987991950070955,0.21744599979128626,1,291747.8814527769,0,0,34.573960144549865
user_271,laptop,783.2259493835419,55,8,0.33394379263734414,164.34642862823262,0,26,0.2791861383818326,0.5739966896627872,0.19295165974988046,0,145246.1106547989,0,0,20.077551612785232
user_107,workstation,424.9239794238968,51,12,0.211119636569504,123.19883702999687,0,22,0.07266716754796418,-0.20727011762502012,0.18318553371174828,0,319328.3718406934,0,0,8.599023413096525
user_72,laptop,804.1394233200299,51,10,0.40615257931697396,136.8621984167279,0,24,0.03787988949715218,0.22069623189957854,0.29257570628491875,0,322087.5829379208,0,0,16.395583371499036
user_701,laptop,565.1425992253726,43,12,0.06980768999165718,104.41529228525799,0,19,0.09798757449553933,-0.9858749341666213,0.2657997001280529,0,544222.0431309313,0,0,16.64505560721624
user_21,laptop,723.5248341900228,50,6,0.35800621382647085,146.98937043583737,3,22,0.4872237495158066,-0.353179720348909,0.07102364692378683,1,370438.628236884,1,1,71.3495399792996
user_615,laptop,537.7557983943425,42,5,0.2832381206258638,86.6747658335675,1,21,0.1583135899735179,2.4003885032702916,0.02237270444441095,0,56601.94103317439,0,0,4.789176678252643
user_122,laptop,846.6102359407032,53,6,0.40568241095981666,54.18668900346976,0,24,0.03034905543525253,0.838042389234594,0.17709260050986417,0,134845.13509918263,0,0,9.361814734654583
user_467,workstation,1122.1682510550488,44,9,0.3269999819881752,80.0638020229534,2,26,0.15118102968637614,-0.48177247561694925,0.07361976690237529,0,287644.46027945704,0,0,30.632995016488817
user_215,laptop,688.1795637703342,61,10,0.3673450137128357,76.15046511629146,0,27,0.17134334506319962,-1.4105798891984098,0.12984071645026335,0,282562.31949274166,0,0,7.116649000113717
user_331,workstation,1229.1866617185633,43,10,0.25297306905798084,9.387037563233221,1,22,0.21532765914874064,0.24889615045017807,0.20960009462153228,1,111535.3508743693,1,0,38.54640249503502
user_459,workstation,1113.1870424027356,42,10,0.47122712847018383,100.63577152616577,0,22,0.15592010674556803,-0.33109489695098093,0.08319110034712916,0,175079.27607219334,0,0,22.174706742153887
user_88,laptop,1410.22070568705,39,7,0.1080279527685487,45.938626992996774,0,15,0.1473393876040267,-0.6920643420805475,0.32498981962324286,0,143061.39220772544,0,0,12.824391389173298
user_373,workstation,923.4071036172286,48,8,0.067795958471753,88.91889085250561,2,22,0.3418238455605377,0.8211282031674135,0.24534998945957834,0,105502.83263568443,0,0,31.52559427684095
user_100,laptop,781.5067875106165,59,9,0.2505647485274497,101.80959354960062,1,19,0.19903274480937325,0.6819907003218367,0.149180613535718,1,226175.07595522975,0,0,40.56093245833278
user_872,workstation,324.42884103693416,52,17,0.24999752235408723,73.47244689999236,2,15,0.28186528814987416,-1.4663846780124994,0.04534624374019505,0,121800.51326262054,0,0,23.040844448490233
user_664,laptop,565.4938635220859,54,7,0.6124417935387371,106.53465343242746,2,17,0.16243752189210714,1.4759886577637427,0.3530886853272553,0,143419.69064653624,0,0,5.670094499187737
user_131,laptop,737.6291031502278,54,7,0.1709191429857368,93.02029717046688,0,13,0.07340324123209116,0.6894811370143066,0.14048849066917968,0,92052.07199098881,0,0,1.1299919935365068
user_662,laptop,773.1478906515385,56,8,0.27150725738527237,59.73534390742568,0,17,0.14591219356369284,0.2838920255556057,0.3816415067224876,0,384950.686653172,0,0,12.648295439031592
user_309,laptop,1504.6167206739506,40,7,0.23244730221793164,71.38110451920411,4,10,0.5767595413109108,-0.6658705399837688,0.13676057825840743,1,557210.1123459331,1,1,100.0
user_770,laptop,737.9069655330687,65,6,0.36758205559051704,126.93202541520378,0,14,0.22983347650824024,-0.904777447939202,0.07556828905881809,0,184292.6674860919,1,0,33.04176767251808
user_344,laptop,269.49401321881817,57,8,0.45450367835721617,118.52049109971995,5,21,0.008343761664445651,0.9637566499882348,0.250410714550727,0,141907.2385576596,0,0,26.65799074496185
user_492,laptop,999.3711070333638,48,10,0.37508946031316165,199.62091908614116,9,22,0.5102136418426705,0.8240027216163553,0.1158465384416822,1,241019.6058099776,1,1,89.03372504787174
user_414,mobile,981.9494720807971,42,13,0.11603975764230676,71.89850064549914,2,23,0.13894634240208312,-1.2104287992722649,0.21117029753325633,0,316368.80464667286,0,0,15.9841003715272
user_806,workstation,662.3210886680364,54,10,0.3594445225809195,91.42883241450616,1,21,0.055677679570124754,0.10986663623625637,0.24491362458865007,0,57409.462512197824,0,0,3.006845772972782
user_386,laptop,1438.3011373257855,51,12,0.46515879429927137,71.42209427166226,1,26,0.15546001492991385,-1.0131460166997928,0.16843589479224483,0,262595.488770821,0,0,7.9256488472942905
user_192,laptop,231.0136835771225,49,14,0.36660860886519125,57.84709173588098,0,23,0.2649628117496805,2.062744097107214,0.12303696932216063,0,127850.61895175379,0,0,0.0
user_956,workstation,1174.8371298763593,46,4,0.15112890018927225,70.80593288836236,2,27,0.38719573305899646,0.022506102702955853,0.1287462455105176,0,164068.46885839177,0,0,24.07575898896734
user_277,workstation,712.6709887765915,51,10,0.16762680774924363,65.57622177703294,1,21,0.036424057073676394,1.2134215077551864,0.17468662474836089,0,363161.9629722127,0,0,22.789435745585816
user_161,workstation,514.8746665162128,51,11,0.21443919060225444,107.05448091916088,0,21,0.2577530829853304,0.4098146070309736,0.43365108548216097,0,446782.9029810816,0,0,18.661886655688555
user_460,laptop,1520.119483381226,52,11,0.5005224038554503,75.14369727601526,3,24,0.095330237109466,0.17573022739052632,0.16015903058176434,0,295622.41613725,0,0,12.48485813756541
user_314,laptop,1021.0090190873844,41,12,0.0574148196492899,80.11235702288627,1,19,0.23887913878950137,-0.5261788410039757,0.07566121190746204,0,127077.95122168936,0,0,36.5414472310531
user_22,laptop,710.4683950405865,51,9,0.13104374790292525,74.85804755650011,2,12,0.06499165006013616,0.9019102471533175,0.12800126577082047,0,114854.9190546999,0,0,18.3160388773491
user_253,laptop,704.3708933401242,50,9,0.3902269967140562,74.23458854222068,2,28,0.14144706572214683,0.6711085144475605,0.3923762268844828,0,514766.85328773456,0,0,21.13995283151033
user_748,workstation,882.6256506110643,46,12,0.23080819221853766,91.33087841097546,0,16,0.1533913046782319,-1.432912811272794,0.11823677445738512,0,81995.52095021085,0,0,0.0
user_857,workstation,661.4109452244907,61,7,0.07438113894778886,192.97034955793055,1,21,0.2782744099912263,-0.8962992019185935,0.1887911154736949,0,106347.44155746797,0,0,21.77770476231661
user_561,laptop,1189.8825573826412,62,11,0.21840862824807178,116.65335415173163,0,18,0.17746228677605522,0.1913950443057498,0.1665578310382542,0,196223.29747522518,0,0,0.0
user_475,workstation,826.3056179187735,49,10,0.23413842066141627,125.6068145633318,1,17,0.10997678455652037,2.0954618476618223,0.2182620499565443,1,315263.2082535233,0,0,23.068625348510956
user_59,laptop,1105.2693355091187,50,11,0.06382630936385074,21.85973106237836,1,17,0.39432135880194363,1.3826322538051634,0.17002598750313494,0,128172.64623685223,0,0,33.74658857526201
user_511,laptop,862.3779034990004,43,10,0.16974202630888993,99.53493433726491,0,25,0.03922874379825419,-0.6977101839395875,0.5348402847403809,0,124396.98235727359,0,0,0.0
user_682,laptop,1060.9504997523018,53,6,0.10809730269222685,71.26109020527831,1,17,0.25381853343974864,-2.8159024028813473,0.2285084589964035,0,103130.96553168868,1,0,31.98468165741685
user_476,mobile,1203.6529255239425,44,12,0.10343176014633698,113.44130208252086,2,19,0.25237916509493613,-1.2673037494044557,0.03288053656672908,1,186522.52543038272,0,0,37.6404427688468
user_700,laptop,1304.2789496797095,43,4,0.10821111087855584,137.0394780206991,2,17,0.2445596746780347,-0.4530405898403792,0.24239996325395022,0,136627.08866154827,0,0,32.48498197711098
user_976,mobile,947.2840062860812,50,8,0.2633547097038413,103.02469749029359,1,20,0.1776783242746213,-0.1421299665383042,0.3164177312494323,0,89651.44478480126,0,0,16.01789662956561
user_783,workstation,540.0358743076787,41,9,0.22824084823926974,94.0897688352339,1,21,0.13246431994771957,-0.4705023015673528,0.16136882206231526,1,321357.66668061545,0,0,20.42505488039652
user_190,laptop,748.2253197414667,47,11,0.22981764381682812,96.32694357467349,1,21,0.3010172652581194,0.9980603369332378,0.07463289269892665,0,316848.06497989414,0,0,24.3550788842356
user_958,laptop,792.158639216612,54,16,0.28085368556595613,88.59805336048952,8,17,0.6285571167559318,-0.9978578126127401,0.10507073844874813,0,789098.7133463762,1,1,87.32429249774637
